"","SgAvWD","SgAvTG","SgTtRRadj","SgGDDadj","BrAvWD","BrAvTG","BrTtRRadj","BrGDDadj","QuAvWD","QuAvTG","QuTtRRadj","QuGDDadj","Year","Month","STAvWD","STAvTG","STTtRRadj","STGDDadj","STNSWD","STEWWD","Time"
"18",3.13464991258517,10.612216541259,61.3995877906592,170.954385148964,3.16129545772369,10.2969643603705,53.4679632521546,161.49510097126,3.20623817725499,9.96591319399931,64.0108629458191,151.599031448922,"1981","06",11.2027777773333,10.745,89.7,172.35,0.450554129854894,-1.3911245153662,1.45833333333333
"19",3.15005631312489,12.2502070111077,62.572546928664,223.738522609883,3.29960645304721,11.9975286096685,66.1370714860906,215.678067544461,3.27757473403742,11.584566693544,70.1032403652098,204.284420903044,"1981","07",11.0456989250323,12.4806451612903,65.8,231.9,-2.00081962704263,-2.66881904453048,1.54166666666667
"20",3.19156256385677,12.9737098598072,79.6140818016693,245.340861099309,3.31291391949477,12.7394803315267,81.8126164975067,237.759241532196,3.28901117986695,12.2995316681595,89.2223252492873,224.985831243975,"1981","08",10.5564516125161,13.0129032258065,99.8,248.4,-2.24482879760207,-2.55843061073065,1.625
"21",3.79892901035985,12.2117426078739,129.9085051418,219.144441261055,3.97599075606211,12.0371869193079,129.094313276674,213.019825280018,3.80145509752528,11.5430456456305,141.081420101315,197.444917330199,"1981","09",11.8374999998667,11.9166666666667,204.8,207.5,-2.52451759758717,-1.11538684716445,1.70833333333333
"22",4.46744611698927,7.78503262621945,127.604171935133,84.9233260347587,4.0496282047803,7.33512052391371,120.161291405704,72.5720278260579,4.29641559361727,7.03860223958591,145.737589764196,64.5799819671272,"1981","10",14.1639784945806,5.99354838709677,197.9,37.3,1.98623914281391,-2.50226298324146,1.79166666666667
"23",4.87492359253108,8.22040532909229,153.707124468083,98.9562529082725,4.55322697148697,7.79266652228518,163.361150470114,87.3354302582313,4.71552598072712,7.41007403317404,190.55205093397,77.1394318936405,"1981","11",14.8583333334333,6.30833333333333,230.3,53.1,-2.21746061266214,-4.92837340058934,1.875
"24",4.32440576951075,5.44372016184895,94.697043928947,40.2464031539086,4.29804946318075,4.97990578661239,96.5531099251874,31.4361071426008,4.16478640677169,4.3574127159355,100.33741244335,25.7763678878885,"1981","12",11.0577956986129,2.43225806451613,77,11.15,-1.51552241536462,0.0795136548492358,1.95833333333333
"25",4.9607985141358,6.20931453492809,112.539280974211,52.6604643881715,5.03945948200634,5.78371227443288,124.659627339007,44.0964798965255,4.81685753520294,5.32770668350288,141.395527186987,38.7393444059763,"1982","01",14.4354838712903,3.9758064516129,118.5,26.65,-3.04369229416661,-1.4734198225499,2.04166666666667
"26",5.28194822199073,6.67778071915053,112.609167161344,52.9483008455026,5.60702557250012,6.42588339921397,137.580101557068,45.811392680783,5.13172066834543,5.82271382565205,133.860299633425,31.2046458293145,"1982","02",15.52827380975,5.18571428571429,114.6,18.85,-6.93672309601754,-1.85901737043454,2.125
"27",4.42219685055018,6.46282580643733,104.210770839209,48.8177799359141,4.3603952924082,6.04034379561004,111.645557769379,38.0147378900963,4.32822625076443,5.6126280214867,125.911507220542,28.6901073763261,"1982","03",13.7722650767097,5.08064516129032,143.4,23.6,-2.55233384337554,-2.90143616261761,2.20833333333333
"28",3.7408180418521,7.9991273545323,46.8870995302741,90.0852762879169,3.58303592471147,7.55570764741901,49.5995458080172,77.7129834892793,3.69626512852013,7.23812119972774,60.1701122593509,69.1559670332087,"1982","04",12.2861111108667,7.22166666666667,40.7,70.85,-0.910109459335611,-3.153834305411,2.29166666666667
